Rating,Review,Score,Sentiment
2,i have been a logitech harmony user for nearly a decade now and this is the first time ive ever been unhappy with a remote my most recent remote had a bulging battery and wasnt holding much of a charge anymore so logitech sent me an ultimate one as a replacement even though it was far out of warranty i couldnt just replace the battery since it was bulging and stuck in the remote the ultimate one remote itself works just fine once it is configured but there are plenty of things that i still dont like about the remotei have problems getting the myharmony software to work at all most of the time and im not really sure what ive done to get it to work the few times it has worked it usually just sits there on the splash screen on the computer and doesnt do anything once i got the remote configured it works but the button layout is atrocious once in the software i feel like this newer software isnt as easy to configure as the older version that i used in the pastthe way the remote sits naturally in your hand the most accessible part of the remote is the touch screen which is also the most useless part of the remote since you have to look at it to do anything i like having the screen there when i need it but nearly everything i use the remote for can be done via the physical buttons the only well positioned buttons are the directional pad ok volume channel and menu the exit button is ok too but id rather have something more useful in that spot like previous channel the fast forward playpause and rewind buttons are what i probably use the most with my dvr recordings and you have to hold the remote in a weird way bridging the gap over the lcd screen while making sure to not hit the lcd screen at all the info and previous channel buttons near the very bottom are the worst positioned buttons though since they are near the very bottom of the remote and you have to be careful not to drop the remote when going for either of those buttonsi dont really miss the number pad that much like i thought i would but logitech should have made it feel more natural to hold the remote at the very bottom by putting the battery bump right at the very bottom they also needed to leave the lcd panel at the very top of the remote with just the power button above it and the other more used buttons all below the screen i am going to continue using the remote since i dont want to spend the money on replacing it but you can bet on the fact that next time i need to replace my remote i will be looking at other brands if logitech hasnt vastly improved the button layout on their remotes by that time,"{'neg': 0.088, 'neu': 0.848, 'pos': 0.065, 'compound': -0.9071}",negative
2,does not work properly very hard to setup support is very funky or just not there,"{'neg': 0.177, 'neu': 0.681, 'pos': 0.141, 'compound': 0.0808}",neutral
2,very touchy and complicated,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",neutral
2,has issues with button delays as in it takes second every time you press the button annoying as all other remotes are normallogitech tech support has not been goodno amount of tweaking parameters and settings helped firmware updates are a long arduous process with antiquated java softwarefix it,"{'neg': 0.054, 'neu': 0.893, 'pos': 0.054, 'compound': 0.0}",neutral
2,i find it hard to handle and use the programmed channels never work with out trying times even when using the numbers screen you have to try sometimes or times before you get the channel you want,"{'neg': 0.038, 'neu': 0.926, 'pos': 0.035, 'compound': -0.0258}",neutral
2,i had my old logitech harmony remote years the buttons non touch screen started to give out i bought this new model recently i still have my same thoughts from last time doesnt seem like they care about ergonomics at all the most commonly used buttons are at the bottom making them hard to use it is even harder to use the pure touch screen buttons as opposed to a touch screen for instructions while hitting an actual button out to the side of it to only be able to page updown with the pure touch screen is almost impossible to touch the correct choice while holding the remote out in front of you is quite the feat to only be able to hit numbers on a pure touch screen to key in a specific channel is even harder again it is the usability not the performance that lacks,"{'neg': 0.024, 'neu': 0.937, 'pos': 0.04, 'compound': 0.5252}",positive
2,read online reviews of the ultimate remote and exchanged it for the model with buttons and less touchscreen selection of stations and activity units geek squad at time of install endorsed exchange to model and returned to finish programming the remote for its many uses,"{'neg': 0.038, 'neu': 0.919, 'pos': 0.043, 'compound': 0.0516}",neutral
2,works with a lot of different equipment but acts crazy alot of the time if you turn on the tv with the oem remote the harmony wont turn it off when you hit the off button still have to keep all of my old remotes close by because the harmony doest have all the functions on it also the battery runs down fast if it wasnt free with my projector purchase i would have taken it back,"{'neg': 0.078, 'neu': 0.838, 'pos': 0.084, 'compound': 0.1147}",neutral
2,i had high hopes for the remote i initially programed basic functions but i found the process cumbersome and i consider myself fairly tech savvy as a result i found myself using the original remotes when i got frustrated basic channeling changing took too many swipes and the touchpad would not always read my gestures,"{'neg': 0.084, 'neu': 0.826, 'pos': 0.089, 'compound': -0.1901}",neutral
2,this remote has a lot of features touch screen and customizable settings for nearly all devices what doesnt work is remote control shades now the reason for two stars the setting up of this remote if you get the smart hub and the smart keyboard is nothing short of a five to six hour event logitech support is terrible and you need a lot of patience and time to set this up if you have multiple devices i have two receivers bluray mac mini wii luton light wall control cable box and tv so a lot of stuff but nothing really extensive once you eventually get it set up never change anything because it is basically like starting over with logitech to set it up so great idea but bad execution lastly the main buttons to control tv playback and fast forward are a little awkward at the top of the remote,"{'neg': 0.05, 'neu': 0.837, 'pos': 0.112, 'compound': 0.8779}",positive
2,this usually works well but it is sooooo complicated for us old geezers and i get frustrated often,"{'neg': 0.217, 'neu': 0.709, 'pos': 0.073, 'compound': -0.6187}",negative
2,worked ok but it gave me conectivity issues not worth the price,"{'neg': 0.147, 'neu': 0.735, 'pos': 0.118, 'compound': -0.1025}",neutral
2,if high tech stone age way of changing channels appeals to you this is your way to go i think the up or down button is going to wear out before i end of deep sixing the thing did not realize you could not go to a numbered channel directly you must scroll,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",neutral
2,for the money i would have expected a more reliable remote freezes up quite a bit no users manual with the remote you have to get it online and its not that easy to find the manual online do not like that you have to go through several screens to get to a number pad huge minus for this remote,"{'neg': 0.135, 'neu': 0.807, 'pos': 0.058, 'compound': -0.5801}",negative
2,unless you put the remote back in the cradle every day the batteries go dead in days must look at remote to do simple things like volume control or change channels should be intuitive by feeling the control buttons the lesser model universal remote is more user friendly,"{'neg': 0.077, 'neu': 0.789, 'pos': 0.134, 'compound': 0.2911}",neutral
2,the touch screen to change channels when watching tv is frustrating also you have to leave the device pointed directly at the tv cable box and dvd or it may only partially follow your commanddisappointing for,"{'neg': 0.108, 'neu': 0.892, 'pos': 0.0, 'compound': -0.4767}",neutral
2,not sure the remote is a necessary purchase or worth the money,"{'neg': 0.153, 'neu': 0.7, 'pos': 0.148, 'compound': -0.016}",neutral
2,we now have remotes to operate this new tv this is a completely unnecessary item and i am going to return it the problem is it is the only remote that can turn on the tv as that is how the installer programmed it all i want is remote,"{'neg': 0.056, 'neu': 0.917, 'pos': 0.027, 'compound': -0.34}",neutral
2,the program downloading process was simple but the remote has yet to work it can turn on and off the devices but i cant get it to change channels on the tv i am awaiting a member of the geek squad to fix it,"{'neg': 0.052, 'neu': 0.948, 'pos': 0.0, 'compound': -0.296}",neutral
2,spent two weeks and maybe hours of actual research time on internet to get to full operation impossible to live with if hub is not used works great after the job was done most people would have given up but i have a wife and she badgered me until it worked perfectly i think that the technical issues are slowly being addressed by logitech as this new series of remotes are coming out harmony elite version with hub is simpler system took about min and is awesome,"{'neg': 0.022, 'neu': 0.823, 'pos': 0.154, 'compound': 0.9418}",positive
2,the guy installing my system did not like this brand so i returned it,"{'neg': 0.15, 'neu': 0.85, 'pos': 0.0, 'compound': -0.2755}",neutral
2,i bought this hoping it would be an upgrade from my much older harmony remote that i had for years but is showing age big mistake this remove has a pitiful display and minimum buttons requiring you to wade thru multiple menus to do simple tasks it is tedious to use requiring two hands instead of just one with my older unit so instead of an upgrade this was a significant down grade,"{'neg': 0.096, 'neu': 0.827, 'pos': 0.077, 'compound': -0.5346}",negative
2,controls are overly sensitive and small prefer sony remote supplied with the tv,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",neutral
2,i loved that the harmony allowed me to setup activities that would make it easy to make sure the right device was on and the right soundvideo sources were selected most of the time it worked seamlessly and it was easy to go in and change or update settings what i did not like about the harmony was the antiquated computer application for as much money as logitech has made they can afford to do a much better job i dreaded the finish on the back of the remotes it feels literally like nails on a chalkboard and my harmony all emit a highpitched squealing noise when the displays are turned on its not loud per say but the fact that its so highpitched it is very noticeable and annoying considering the proximity youd have to have the remote from your body to use it and its there anytime the display is on its also worth noting that the battery life on these is terrible in most cases it cant go more than two days off the charging base for the ease of setup use and functionality id recommend it to someone looking to simplify their home theater setup and get rid of the remotes the average person has for myself i would probably not purchase this model again,"{'neg': 0.058, 'neu': 0.838, 'pos': 0.104, 'compound': 0.7779}",positive
2,really nice and useful but very tiring to configure i returned it back,"{'neg': 0.0, 'neu': 0.708, 'pos': 0.292, 'compound': 0.4816}",neutral
2,too easy for you to barely touch it and something totally different appears if you dont touch it just right you never know what you will see and you cant leave it on the charger so if you run your charge down the remote is inoperable a charge only lasts days battery operated would be better my husband calls it garbage,"{'neg': 0.0, 'neu': 0.891, 'pos': 0.109, 'compound': 0.7139}",positive
2,this is the third logitech remote i have purchased this year i have had nothing but trouble with it i try to turn the volume on and it goes on mute when i try to turn it upit goes on its blaring i have two other remotes and they take aa batteries this one you have to charge up every other day the logitech i have in the bedroom has lasted years and i only charge that one only once a week i have a year extended warranty on itbut the last one i had a yr warranty on it and the geek squad hassled me about reinstalling it for free,"{'neg': 0.021, 'neu': 0.91, 'pos': 0.07, 'compound': 0.73}",positive
2,this is about like all the other harmony remotes it works about of the time it routinely misses signals when executing commands i have to manually keep my other remotes handy for when it fails to turn something on or off properly no amount of tweaking in the settings or online help has resolved the issues i returned this item and purchased the harmony hub it works much more consistently is alexa compatible i have yet to have the hub fail to send the proper commands the hub is much more reliable it included an rf remote too in my opinion the harmony hub is a much better alternative to this,"{'neg': 0.084, 'neu': 0.772, 'pos': 0.144, 'compound': 0.7579}",positive
2,the remote work when it wanted to it would turn things on when it wasnt supposed to and it was awkward to hold,"{'neg': 0.068, 'neu': 0.932, 'pos': 0.0, 'compound': -0.1531}",neutral
2,programmed it myself didnt work had geek squad out twice still doesnt work a waste of,"{'neg': 0.0, 'neu': 0.768, 'pos': 0.232, 'compound': 0.4449}",neutral
2,the logitech harmony ultimate one remote started out as a great product with easy on line programming controls all my devices even older model equipment such as a cd changer there are several serious drawbacks first the remote is rechargeable and thats great if you have an outlet to plug into at your favorite chair otherwise the battery dies without warning it at least should have a low battery alert that gets your attention there are times it seems to loose functionality while it still looks active apparently when losing the charge doesnt turn on all the devices and wont repeat a command see below secondly it is awkward to impossible to use with one hand the touchscreen must be reached across for some controls and can be touched inadvertently the remote has an odd shape and is not comfortable third if you use the remote to turn something on it will not repeat the same command without first choosing another command if for any reason the device changes conditions such as the input source from the condition the remote left it in you must turn it all off or choose another command before you can reuse the first you may think it is locked up even though the touchscreen can be inadvertently touched causing an unwanted command choosing by touching is not that easy especially numbers it has a vibration feedback that takes some getting used to but you better learn to use it or you will have many missed touch commands lastly it does not play well with a directvready tv when operated using that feature using logitech instructions you can get some functionality but plan on a slow process of training individual buttons to individual commands considering the awkwardness of the remote it soon became not worth the trouble logitechs technical support was useless in helping understand or resolve the problems if you are technically savvy you can probably do it yourself but the original remote will be nearby in my experience even when trained the time it takes for the tv to show a picture when choosing to watch tv with the directvready as the input is painfully slow while the tv searches for a genie etcalso the complexity of a smart tv with all the menu options makes using the remote more trouble than it is worth so its great for having replaced several remotes and simplifying commands such as turning on and controlling a cd changer and surround sound system but the functionality and usability for a smart tv and directvready operates as a direct tv mini is a drawback there simply are not enough named button choices for it to be intuitive to use easily i can only recommend it for the ability to turn on the right devices for a particular function such as listen to the radio or watch a dvd its too expensive when you cant do it all with ease,"{'neg': 0.07, 'neu': 0.802, 'pos': 0.128, 'compound': 0.986}",positive
2,when first used it was great subsequently the device stopped working requiring geek squad assistance which means a complicated scheduling process and ultimately extra expense settle for a simpler device the software for this one seems too complex requiring multiple software updates that dont always correct the problem,"{'neg': 0.122, 'neu': 0.8, 'pos': 0.078, 'compound': -0.0772}",neutral
2,i read reviews on this remote however it was hard to use with my sonos sound system and samsung tvvery confusing better off with a much more simple all in one remote,"{'neg': 0.099, 'neu': 0.813, 'pos': 0.087, 'compound': 0.1531}",neutral
2,full disclosure im a big fan of harmony remotes and other products and i did replace this product with another harmony remote of a different type the big problem with the ultimate one device is user interface it isnt comfortable to hold in a way that you would use it the common staticuse buttons are at the very top or very bottom of the remote making their use difficult the haptic feedback on the buttons is delayed and inconsistent and the layout of the content on the touch screens isnt intuitive it feels like it was designed for an electronics engineer with very long nimble fingers not the average user i so wanted to love this remote but couldnt,"{'neg': 0.056, 'neu': 0.851, 'pos': 0.093, 'compound': 0.5388}",positive
2,i am disappointed with my purchase of three of these remotes i have an original harmony one that is now discontinued and it works superbly but the newer model has a much slower response time causing you to hold the remote at the components longer half the time the remote is pulled away before it is done communicating with the components and the help option must then be deployed to get the settings back in order ill go with the much cheaper versions in the future,"{'neg': 0.063, 'neu': 0.859, 'pos': 0.078, 'compound': 0.0772}",neutral
2,we wanted an all in one remote to use for all of our devices my husband did the research which showed this one to be the best after using it for months we completely disagree the ergonomics of the remote arent right the screen on it gets touched accidentally all the time causing problems and its difficult to switch from one device to another would return it if we could after paying that much for a stupid remote we will have to think long and hard about wasting that much money on another one,"{'neg': 0.168, 'neu': 0.793, 'pos': 0.039, 'compound': -0.8955}",negative
2,does a great job turning on and off devices but the touch screen to input individual numbers does not work customer service is ineffective and when they say they will escalate the problem to a higher level they do not call back,"{'neg': 0.118, 'neu': 0.825, 'pos': 0.057, 'compound': -0.4118}",neutral
2,good remote but its very pricey for what it does its a basic universal remote with a touch screen thats all takes some time to switch between the remote menus for each device getting a basic universal remote probably wouldve been faster,"{'neg': 0.0, 'neu': 0.951, 'pos': 0.049, 'compound': 0.2382}",neutral
2,the touch screen does not work when pressed on occasion sometimes it will go to another page instead of the commands on the page you are trying to use,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",neutral
2,so i dix buy this for the motherinlaw while she watched the house she is very untech savy every single day ive had to re sync and reprogram it needless to say my mom in law didnt watch tv that weekendthis particular product blows,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",neutral
2,i had an earlier version of this model two things about it were too big of a hassle it was very easy to accidentally have duplicate buttons on the screen for the same device i think i spent more time with it plugged into the computer than i spent actually using it you know how you can eventually learn where the buttons on a remote are and you dont have to look at it you just kind of feel for the buttons you cant do that with this thing because the buttons on the screen keep changing positionalso while the battery is charging you have to use the old remotes anyway,"{'neg': 0.024, 'neu': 0.946, 'pos': 0.029, 'compound': 0.1354}",neutral
2,always messes up and you have to use help to get everything on or off not strong on signal if you are feet away it starts having problems touch screen should have been buttons when applying enough pressure to change fields it enters what you touch i am really disappointed not worth,"{'neg': 0.213, 'neu': 0.742, 'pos': 0.045, 'compound': -0.8491}",negative
2,for i have to say that im very disappointed with this remote about once a week it freezes and the only way to unfreeze it is to charge it for a few seconds its also annoying that it has to be pointed at just the right spot on my receiver and held there for several seconds to turn the tv on or off it also doesnt seem to have a way to turn on closed captioning the remote was originally set up by a best buy geek which was great but he used his computer to set it up the myharmony software wont load on my macbook pro and when i called the myharmony support for help in loading the software their solution was to use a different computer,"{'neg': 0.048, 'neu': 0.839, 'pos': 0.113, 'compound': 0.8934}",positive
2,the touch screen is way too sensitive and you can easily lock up the entire remote if you try cleaning the screen in a room separate from the items you control it senses an operation and since it does not get a response back from the devices locks up have had to reset the control to fctory settings several times in order for it to function period,"{'neg': 0.0, 'neu': 0.964, 'pos': 0.036, 'compound': 0.34}",neutral
2,we have spent several hours trying to get this remote set upactivated to no avail thus we cannot give an accurate review we need help be they geeks or otherwise,"{'neg': 0.108, 'neu': 0.811, 'pos': 0.081, 'compound': 0.0258}",neutral
2,i used the feature to copy settings from a prior device and the new controller did not work properly,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",neutral
2,the remote is simple to set up and easy to use but only when it wants to work half the time it will not power on the devices so once you turn them on individually through the remote it works fine but its really frustrating that it only works when it wants to even had geek squad look at it and they couldnt fix it going to return and get a new one to see if its just an issue with this remote,"{'neg': 0.073, 'neu': 0.88, 'pos': 0.047, 'compound': -0.517}",negative
2,i got this as a christmas gift and have yet to get it working the forums have no help or are very vague with solutions tech support for harmony is overseas and ive spoken with two techs that have less tech knowledge then i do they tell you things like restart your pc use another pc reboot the remote hello ive tried that already and it didnt work anyhow the harmony one was a great remote but this harmony ultimate is either a lemon or the software is utter trash ive wasted hours so far and cant even get into the setup you have been warned buy another remote,"{'neg': 0.083, 'neu': 0.761, 'pos': 0.156, 'compound': 0.699}",positive
2,times out of i have to press help to get the chosen activity functioning properly this is my third remote from logitech and i thought based on the price and the time passed since the first harmony i had used that this one would function properly no such luck i would not recommend spending on this thing,"{'neg': 0.071, 'neu': 0.791, 'pos': 0.138, 'compound': 0.6237}",positive
3,good keyboard and addition to the surface pro platform if you desire fingerprint scanner access for my use the surface pro keyboard without fingerprint scanner works just fine,"{'neg': 0.0, 'neu': 0.772, 'pos': 0.228, 'compound': 0.7506}",positive
3,i wish it worked seperate from tablet by the way of bluetooth connection,"{'neg': 0.0, 'neu': 0.803, 'pos': 0.197, 'compound': 0.4019}",neutral
3,the keyboard is just that a keyboard its got a magnetic connection into the bottom of the surface pro however there are times when it just does not function im not sure if this is a keyboard issue or a tablet issue but either way its a major pita sometimes the keyboard will not work as soon as you connect it into the tablet sometimes it will just stop working mid typing session due to the amount of glitches i have experienced with the surface pro i am inclined to believe it is a tablet problem however after replacing my surface pro with a brand new one i still experience the same glitches with the keyboard i will say i have not replaced the keyboard at all so i may just have a faulty product,"{'neg': 0.117, 'neu': 0.883, 'pos': 0.0, 'compound': -0.9369}",negative
3,the fingerprint part works well enough the trackpad sucks coming from the great trackpads on macs i just dont understand why a windows device cant have a nice smooth trackpad like macs do the keys are too firm for me compared to the surface pro keyboard and my mac keyboard i returned this item,"{'neg': 0.083, 'neu': 0.769, 'pos': 0.149, 'compound': 0.5951}",positive
3,the key board is just like you would have with a laptop it poses nicely as a top cover for the surface,"{'neg': 0.0, 'neu': 0.702, 'pos': 0.298, 'compound': 0.7351}",positive
3,i like it but the kb needs to be backlit cant use unless there is enough light,"{'neg': 0.0, 'neu': 0.896, 'pos': 0.104, 'compound': 0.1901}",neutral
3,the type cover is not too bad looking i dont like the the velvet like material and it seems a little bit laggy overall good but not great,"{'neg': 0.233, 'neu': 0.648, 'pos': 0.12, 'compound': -0.5684}",negative
3,admittedly i havent tried very hard to fix the problem but i only get the touch pad to work every th try or so makes it almost as slow as typing a password i do want to reiterate that i have not yet tried to research the issue though,"{'neg': 0.041, 'neu': 0.9, 'pos': 0.059, 'compound': -0.037}",neutral
3,its nice and flat some times the keys dont work until you reset the cursor its nice having the finger print id,"{'neg': 0.0, 'neu': 0.781, 'pos': 0.219, 'compound': 0.6808}",positive
3,its an ok keyboard the fingerprint id is nice but its thin so when your typing fast it feels weird the only other thing is the outside is suede,"{'neg': 0.065, 'neu': 0.824, 'pos': 0.111, 'compound': 0.1154}",neutral
3,its great havent had issue yet enjoy the camera and gaming color is so so so good and brilliant use it for fun business work entertainment and social stuff pen work good too no issues yet price could be lower or an incentive offered but none was available good product no regrets yet,"{'neg': 0.125, 'neu': 0.542, 'pos': 0.332, 'compound': 0.9358}",positive
3,i like having the fingerprint sensor version of the microsoft type cover and use it regularly with success i prefer it over the facial recognition of windows hellothe material and color always seem to look dirty however i guess the black shows all dust and dirtthe keyboard is really good for people who can type though i dont like the touchpad at all it seems small and i never feel like i can effectively scroll or accurately click something the first time i try,"{'neg': 0.032, 'neu': 0.776, 'pos': 0.192, 'compound': 0.9245}",positive
3,i got this on sale at same price of regular type cover hardly use the fingerprint sensor since the face recognition works so well,"{'neg': 0.0, 'neu': 0.889, 'pos': 0.111, 'compound': 0.4101}",neutral
3,this unit is not worth the extra money fingerprint function has not worked since install,"{'neg': 0.106, 'neu': 0.894, 'pos': 0.0, 'compound': -0.1695}",neutral
3,i bought this keyboard a few months ago but now it is not working even more it has a nice layout and features but many times i have to reconnect the keyboard for my surface to recognize the finger scanner and keys especially after it goes to sleep in addition i take extremely good care of my things but now when i press certain keys there are multiple key strokes for example i press the letter c and i get xc i press and i get and vice versa throughout this post i have to be correcting my mistake which i dont have time for i do not have large fingers and it is only this week it has started to give me the key problem and for the price i paid especially living outside the us it should be immaculate i have tried to clean around the keys to the best of my ability there does not seem to be anything stuck between the x and c and and keys since they press with ease,"{'neg': 0.049, 'neu': 0.784, 'pos': 0.167, 'compound': 0.9754}",positive
3,so i am typing this on mine but there are some problems like a loud spacebar and the wider keys like backspace caps shift enter and space feel a bit spongy and also from gaming the w key is showing some yellowy stuff that probably is the black paint wearing of and another thing is if bumped from the side with medium strength it will disconnect and reconnect for a second and some driver issues too it a usb mouse is connected the cursor will get jumpy if the trackpad is used even if the mouse isnt touched,"{'neg': 0.058, 'neu': 0.838, 'pos': 0.104, 'compound': 0.6956}",positive
3,i received an email from the woman at the front desk you have a package up here i dropped what i was doing ran to the front grabbed the box and gt back to my desk as quickly as possible channeling my inner ralphie parker i tore open the box ripped off the plastic and grabbed a hold of the keyboard its a crummy commercial much like raphie parker being told to drink ovaltine i questioned why i bought this keyboard there is nothing special about this keyboard sure it says its made with alcantara and it feels pretty neat on the outside of the cover aka the piece that you touch when you carry it the keyboard itself functions exactly the same and the inside of the case is the same fabric you would normally have it has the same chiclet backlit keys and the same surface touchpad its dollars more to get this slightly silky feeling on the back of the cover i love the surface tablet and the keyboards they make for the device are excellent if you got this keyboard youd be happy with it but theres nothing about it that says its worth the extra money,"{'neg': 0.014, 'neu': 0.888, 'pos': 0.098, 'compound': 0.9183}",positive
3,this type cover gets quite dirty and is tricky to clean otherwise it functions as expected and doesnt look horrible although im disappointed that it no longer has the crisp clean grey color i was attracted to in the first place,"{'neg': 0.189, 'neu': 0.581, 'pos': 0.23, 'compound': 0.2862}",neutral
3,i really like this store they have amazing products,"{'neg': 0.0, 'neu': 0.476, 'pos': 0.524, 'compound': 0.7645}",positive
3,bought open box and it was defective the main speaker had no sound so i returned it for a full refundi have a similar w boytone speaker with a different design that works great bass can be adjusted with the remote and sounds great unfortunately the one i got was defective,"{'neg': 0.181, 'neu': 0.677, 'pos': 0.142, 'compound': -0.0516}",neutral
3,there arent many computer speaker systems on the market as far as i know where blue tooth technology an fm radio usbmicro sd slots and rca audio input jacks are incorporated right into the subwoofer allowing you to play music almost anywhere without any other additional equipment or necessary hook ups with this being said these were features that attracted me to purchase the btf modeli have never heard of boytone before it seems like a relatively new brand and there are not many reviews out there regarding the products that they are currently selling my purchase was made with some trepidationoverall the unit is really nice looking the pictures shown for the product give the impression that this set up is much bigger than it really is the only thing that is big would be the sound this unit can get pretty loud especially with the subwooferi would have given this review five stars if not for what some people will find quite annoying surprisingly no one else who has already purchased this model has even mentioned what i am about to describeeach source volume for aux dvd usbsd fm bl bluetooth has a preset volume when you first turn the unit on and scroll to aux the volume is preset at au when you scroll to dvd the preset volume is du and so onnow i am not sure why boytone decided to design the unit to perform like this but it is somewhat of an inconvenienceexample scenario if you are on aux first the master volume defaults at au that is a pretty high setting for starts especially if you do not first adjust the volume of the computer or other device you are using the speakers for prior to powering up the subwooferread more,"{'neg': 0.017, 'neu': 0.914, 'pos': 0.068, 'compound': 0.9132}",positive
3,i got this mount because i just wanted to buy everything at once and be done with it after i found that you can get the same type of product if not a better one for far far les,"{'neg': 0.066, 'neu': 0.934, 'pos': 0.0, 'compound': -0.3412}",neutral
3,it is not super slim and it sticks out a good inches from wall super slim is misleading,"{'neg': 0.361, 'neu': 0.522, 'pos': 0.117, 'compound': -0.7263}",negative
3,i returned this item i did want a flat screen mount that would allow me to turn the tv but this thing was huge and heavy plus it didnt match up to the back of my tv so i couldnt have mounted it if i had kept it,"{'neg': 0.0, 'neu': 0.878, 'pos': 0.122, 'compound': 0.5499}",positive
3,beware that this mount will not fit the sony xbrxc without some customization that you will have to learn on the fly it is not in the instructions or on the sanus website i probably wouldnt have bought this mount for this tv if i knew of the problem ahead of time i only came to the realizations discussed below after spending several hours trouble shooting the situation by which time i had nicked the mount up a bit and felt i couldnt return itthe problem is that the two bracket bars that you mount on the tv sit flush so you assume you do not need to use any of the provided spacers however once you mount the tv onto the wall unit and try and put the click cap on the lower cross bar part number youll see that this lower cross bar goes so far that it hits raised edges on either side of the back panel of the tv this is slight but prevents the lower bar from fully seating into the receivers of the vertical brackets this prevents the click cap from fitting properly and you wont be able to screw it together the click cap is a critical component because it holds the bottom of the tv into place on the mount which is very important when you are tilting the tvthere are two possible solutions one is to install a spacer between the bracket bar and tv when you start off two problems here one is that it will now be less flush and the other is that there does not seem to be a medium length screw provided that will fit the small spacer yet not penetrate too far into the tv there is a short screw fine for when not using any spacer and a long screw that looks too long to use with the small spacer with this sony tv which appears to have a shallow screw receiver sorry that i cant tell you if it is since i went directly to solution number two cut a few inches off the end of each side of the lower horizontal bar to prevent it from running over into the raised area of the back of the tv this appears fine to me because this lower bar just appears to provide stability the top bar and wall unit hold the weight basically you are cutting the lower horizontal bar short of where the back of the tv sticks out again not elegant i suppose but it works and keeps it more flush to the wall youll see what i mean if you have to go through this exerciseim fine with other aspects of the mount we mounted dead center on the wall so didnt have to worry about the tilt issues that other people mention but i could see where that could be a problem since the mount has some play youd probably have to pay a lot more for a stiffer mount the people at sanus were very helpful dealing with other questions i had and i have been happy with two other mounts i bought form them for other tvs i tried to explain all the above to them but was unsuccessful because its hard to do unless you are looking at it together,"{'neg': 0.108, 'neu': 0.826, 'pos': 0.065, 'compound': -0.9653}",negative
3,this does not move as easily as they say it will glide is an overstatement it works but just not easy to maneuver,"{'neg': 0.236, 'neu': 0.764, 'pos': 0.0, 'compound': -0.6342}",negative
3,got a on it installation was a breeze only complaint is the tv of this size means your studs better be situated so the tv is centered on the mount theres not enough strength in the bars to allow you to move it right or left without the tv getting off center as it tilts right or left i was able to make mine work but will be upgrading to a heavier and more expensive version for my den in hindsight i should have paid a little more for a heavier duty version not a product issue but me trying to shave a few bucks,"{'neg': 0.035, 'neu': 0.931, 'pos': 0.034, 'compound': -0.0036}",neutral
3,i like the wall mount it installed in about minutes however i was able to slide the tv from side of the mount to the other and when i did the mount could not hold the weight properly and the tv would move off level,"{'neg': 0.0, 'neu': 0.943, 'pos': 0.057, 'compound': 0.3612}",neutral
3,i had a better one in other room same brand better build double the price if you dont move it a often i guess it good but if you want to pull out everytime i would not buy this one,"{'neg': 0.0, 'neu': 0.809, 'pos': 0.191, 'compound': 0.6486}",positive
3,did not have the flexability of past mounts omni mount,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",neutral
3,mounted this unit on the wall then realized that the height of the tv is not centered on the mount its about lower on the mount that i expected as a result i have an exposed outlet on the wall above the mount that i thought would be hidden had the tvs height been centered based on the holes i drilled in the wall to mount the sanus unit,"{'neg': 0.053, 'neu': 0.947, 'pos': 0.0, 'compound': -0.3612}",neutral
3,this is a good big screen mount that is fairly easy to mount,"{'neg': 0.0, 'neu': 0.633, 'pos': 0.367, 'compound': 0.7003}",positive
